"MATERIAL BASICO","UNIDAD DE OBRA",SUBCAPITULO,CAPITULO
CODIGO,ud,"NOMBRE MATERIAL",CANTIDAD,PRECIO,IMPORTE,CODIGO,ud,NOMBRE,CANTIDAD,CODIGO,NOMBRE,CODIGO,NOMBRE
P01MC040,m3,"Mortero cem. gris II/B-M 32,5 M-5/CEM",0.07,E03ALR040,u,"ARQUETA LADRILLO REGISTRO 51x51x65 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P01MC040,m3,"Mortero cem. gris II/B-M 32,5 M-5/CEM",0.092,E03ALR060,u,"ARQUETA LADRILLO REGISTRO 63x63x80 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P01MC040,m3,"Mortero cem. gris II/B-M 32,5 M-5/CEM",0.39605,E07TLA040,m2,"TABIQUE RASILLÓN 40x20x4cm INT.MORT.M-5",79.21," "," ",E07#,"CERRAMIENTOS Y DIVISIONES"
P01MC045,m3,"Mortero cem. gris II/B-P 32,5 N M-5/CEM",0.6864,E07LP021,m2,"FÁB.LADRILLO PERFORADO 10cm 1/2P.+MURFOR MORTERO M-7,5",26.4," "," ",E07#,"CERRAMIENTOS Y DIVISIONES"
P01MC045,m3,"Mortero cem. gris II/B-P 32,5 N M-5/CEM",1.49448,E07LP040,m2,"FÁB.LADRILLO PERFORADO 10cm 1P. INTERIOR MORTERO M-5",28.74," "," ",E04#,CIMENTACIONES
P01MC045,m3,"Mortero cem. gris II/B-P 32,5 N M-5/CEM",11.16752,E07LP040,m2,"FÁB.LADRILLO PERFORADO 10cm 1P. INTERIOR MORTERO M-5",214.76," "," ",E05#,ESTRUCTURAS
P01SC100,m,"Albardilla piedra caliza 40x10 cm",32.5,E06PA010,m,"ALBARDILLA PIEDRA CALIZA 40x10cm",32.5," "," ",E06#,"PIEDRA NATURAL"
P01UC016,cu,"Puntas 2,8-3x50 acero esti galv",3.47,E09ICP100,m2,"TEJA CERÁMICA PLANA S/RASTREL+LVM",138.8," "," ",E09#,CUBIERTAS
P01UC016,cu,"Puntas 2,8-3x50 acero esti galv",2.25192,E09ISH040,m,"REMATE LATERAL TEJA",34.12," "," ",E09#,CUBIERTAS
P01UC030,kg,"Puntas 20x100",15.488,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",1,E33M#,"SUPERCAPITULO DEL E33L#",E03#,"RED DE SANEAMIENTO"
P01UC030,kg,"Puntas 20x100",0,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",0,E05H#,"ESTRUCTURAS DE HORMIGÓN",E05#,ESTRUCTURAS
P01UC030,kg,"Puntas 20x100",1.323,E07RC010,m2,"RECIBIDO CERCOS EN TABIQUES C/YESO",12.6," "," ",E07#,"CERRAMIENTOS Y DIVISIONES"
P01UC030,kg,"Puntas 20x100",0,E07RC040,m2,"RECIBIDO CERCOS EN MURO EXTERIOR A REVESTIR",0," "," ",E07#,"CERRAMIENTOS Y DIVISIONES"
P01UT100,u,"Tirafondo D=4mm lg 90mm",1249.2,E09ICP100,m2,"TEJA CERÁMICA PLANA S/RASTREL+LVM",138.8," "," ",E09#,CUBIERTAS
P02CVC010,u,"Codo M-H PVC junta elást. 45º DN160mm",6,E03ALA010,u,"ARQUETA LADRILLO PIE/BAJANTE 38x38x50cm",6," "," ",E03#,"RED DE SANEAMIENTO"
P02CVM010,u,"Manguito H-H PVC s/tope j.elást. DN160mm",9.24,E03OEP010,m,"TUBO PVC P.COMPACTA JUNTA ELÁSTICA SN2 C.TEJA  160mm",28," "," ",E03#,"RED DE SANEAMIENTO"
P02CVW010,kg,"Lubricante tubos PVC junta elástica",0.112,E03OEP010,m,"TUBO PVC P.COMPACTA JUNTA ELÁSTICA SN2 C.TEJA  160mm",28," "," ",E03#,"RED DE SANEAMIENTO"
P02EAT020,u,"Tapa cuadrada HA e=6cm 50x50cm",6,E03ALA010,u,"ARQUETA LADRILLO PIE/BAJANTE 38x38x50cm",6," "," ",E03#,"RED DE SANEAMIENTO"
P02EAT020,u,"Tapa cuadrada HA e=6cm 50x50cm",7,E03ALR020,u,"ARQUETA LADRILLO REGISTRO 38x38x50 cm",7," "," ",E03#,"RED DE SANEAMIENTO"
P02EAT030,u,"Tapa cuadrada HA e=6cm 60x60cm",2,E03ALR040,u,"ARQUETA LADRILLO REGISTRO 51x51x65 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P02EAT040,u,"Tapa cuadrada HA e=6cm 70x70cm",2,E03ALR060,u,"ARQUETA LADRILLO REGISTRO 63x63x80 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P02EM105,u,"Fij.autoadhesiva Danodren",0,E03DMP020,m2,"MEMBRANA DRENANTE P.E.A.D. VERT.H-15 PLUS",0," "," ",E03#,"RED DE SANEAMIENTO"
P02EM105,u,"Fij.autoadhesiva Danodren",105,E03DMP020,m2,"MEMBRANA DRENANTE P.E.A.D. VERT.H-15 PLUS",35," "," ",E10#,"AISLAMIENTO E IMPERMEABILIZACIÓN"
P02EM110,m,"Perfil de remate p/membranas drenantes",0,E03DMP020,m2,"MEMBRANA DRENANTE P.E.A.D. VERT.H-15 PLUS",0," "," ",E03#,"RED DE SANEAMIENTO"
P02EM110,m,"Perfil de remate p/membranas drenantes",11.55,E03DMP020,m2,"MEMBRANA DRENANTE P.E.A.D. VERT.H-15 PLUS",35," "," ",E10#,"AISLAMIENTO E IMPERMEABILIZACIÓN"
P02RPD040,m,"Tubo drenaje PE corrug.doble D=110mm",60,E03ODP040,m,"TUBO DRENAJE PE-AD CORRUGADO DOBLE D=110 mm",60," "," ",E03#,"RED DE SANEAMIENTO"
P02TVO010,m,"Tub.PVC liso j.elástica SN2 D=160mm",28,E03OEP010,m,"TUBO PVC P.COMPACTA JUNTA ELÁSTICA SN2 C.TEJA  160mm",28," "," ",E03#,"RED DE SANEAMIENTO"
P02TVO310,m,"Tub.PVC liso multicapa encolado D=110",84.6,E03OEP005,m,"TUBO PVC LISO MULTICAPA ENCOLADO 110mm",84.6," "," ",E03#,"RED DE SANEAMIENTO"
P03AAA020,kg,"Alambre atar 1,30 mm",3.8016,E04CA100,m3,"HORMIGÓN ARMADO HA-25/P/40/IIa V.BOMBA",15.84," "," ",E04#,CIMENTACIONES
P03AAA020,kg,"Alambre atar 1,30 mm",19.7472,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",1,E33M#,"SUPERCAPITULO DEL E33L#",E03#,"RED DE SANEAMIENTO"
P03AAA020,kg,"Alambre atar 1,30 mm",0,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",0,E05H#,"ESTRUCTURAS DE HORMIGÓN",E05#,ESTRUCTURAS
